Model,Combination,VidID,Set,CCC
B3-MFN,ALV,120_2,Train,0.8296399115357118
B3-MFN,ALV,120_3,Train,0.9162319691317202
B3-MFN,ALV,120_4,Train,0.7974199583172151
B3-MFN,ALV,121_1,Train,0.8306761157396444
B3-MFN,ALV,121_3,Train,0.8633431364307973
B3-MFN,ALV,121_5,Train,0.7733048437636808
B3-MFN,ALV,121_6,Train,0.9394462903547046
B3-MFN,ALV,129_1,Train,0.4440189602250955
B3-MFN,ALV,129_2,Train,0.7897003925179499
B3-MFN,ALV,129_3,Train,0.9160333994913057
B3-MFN,ALV,129_4,Train,0.8871251128091772
B3-MFN,ALV,129_5,Train,0.7498882736068194
B3-MFN,ALV,129_6,Train,0.7374425211584478
B3-MFN,ALV,129_7,Train,0.8767399202047987
B3-MFN,ALV,130_1,Train,0.7566050981244259
B3-MFN,ALV,130_2,Train,0.7657499541141576
B3-MFN,ALV,130_4,Train,0.9203909047773413
B3-MFN,ALV,130_6,Train,0.36465087189605244
B3-MFN,ALV,135_3,Train,0.9271232920673211
B3-MFN,ALV,141_1,Train,0.8909382627014637
B3-MFN,ALV,141_6,Train,0.8160966440787992
B3-MFN,ALV,142_1,Train,0.5911656372931714
B3-MFN,ALV,142_2,Train,0.8041599246369648
B3-MFN,ALV,142_3,Train,0.8366847681112536
B3-MFN,ALV,143_3,Train,0.9387088708585457
B3-MFN,ALV,143_5,Train,0.8491781030981542
B3-MFN,ALV,144_1,Train,0.7106605975300174
B3-MFN,ALV,144_3,Train,0.8794894812072971
B3-MFN,ALV,147_1,Train,0.3584411557701068
B3-MFN,ALV,147_2,Train,0.5778262184236097
B3-MFN,ALV,147_3,Train,0.6795279596445609
B3-MFN,ALV,147_4,Train,0.9349557806830515
B3-MFN,ALV,147_5,Train,0.7207192132140071
B3-MFN,ALV,151_2,Train,0.8271765956540517
B3-MFN,ALV,151_6,Train,0.822965121884049
B3-MFN,ALV,153_1,Train,0.8078222960678958
B3-MFN,ALV,153_2,Train,0.7571894817417875
B3-MFN,ALV,153_3,Train,0.6967826803014675
B3-MFN,ALV,153_4,Train,0.590849542181255
B3-MFN,ALV,153_5,Train,0.8489974923698704
B3-MFN,ALV,153_6,Train,0.6574837318798452
B3-MFN,ALV,156_1,Train,0.6676389637035568
B3-MFN,ALV,156_2,Train,0.7053581491695348
B3-MFN,ALV,156_3,Train,0.6839155802381107
B3-MFN,ALV,156_6,Train,0.6557166960736104
B3-MFN,ALV,162_2,Train,0.7640095520635433
B3-MFN,ALV,162_3,Train,0.8821568981661875
B3-MFN,ALV,162_4,Train,0.7784319951237703
B3-MFN,ALV,162_5,Train,0.4558179903758201
B3-MFN,ALV,162_6,Train,0.851852454244983
B3-MFN,ALV,163_1,Train,0.6751590942486565
B3-MFN,ALV,163_2,Train,0.8793532634056037
B3-MFN,ALV,163_5,Train,0.9252827533400222
B3-MFN,ALV,164_3,Train,0.46533388453980923
B3-MFN,ALV,164_4,Train,0.4372568667684355
B3-MFN,ALV,164_5,Train,0.4984128986687674
B3-MFN,ALV,167_1,Train,0.7962564524164594
B3-MFN,ALV,167_2,Train,0.9248655690657731
B3-MFN,ALV,169_2,Train,0.8514425013566715
B3-MFN,ALV,169_4,Train,0.7890098263056419
B3-MFN,ALV,171_1,Train,0.5857149819862618
B3-MFN,ALV,171_2,Train,0.4819559116966602
B3-MFN,ALV,171_3,Train,0.7205159799987126
B3-MFN,ALV,171_4,Train,0.893667416187334
B3-MFN,ALV,171_5,Train,0.7863550238974456
B3-MFN,ALV,171_6,Train,0.9157202687057402
B3-MFN,ALV,172_1,Train,0.9193286098161542
B3-MFN,ALV,172_2,Train,0.9033028583855932
B3-MFN,ALV,172_3,Train,0.8442974928624224
B3-MFN,ALV,172_4,Train,0.3325108768023576
B3-MFN,ALV,172_5,Train,0.47273841429141794
B3-MFN,ALV,174_1,Train,0.7643198840695204
B3-MFN,ALV,174_2,Train,0.7502541203505682
B3-MFN,ALV,174_3,Train,0.8559647654815352
B3-MFN,ALV,174_5,Train,0.43373838337133996
B3-MFN,ALV,174_6,Train,0.8562890558888455
B3-MFN,ALV,174_7,Train,0.6105044572465703
B3-MFN,ALV,178_1,Train,0.9147937935816637
B3-MFN,ALV,178_2,Train,0.8145115021257288
B3-MFN,ALV,178_4,Train,0.9277186084608907
